MetaProfile
-125	15.0
-124	10.0
-123	5.0
-122	12.0
-121	11.0
-120	14.0
-119	9.0
-118	14.0
-117	10.0
-116	5.0
-115	12.0
-114	12.0
-113	12.0
-112	11.0
-111	13.0
-110	11.0
-109	8.0
-108	12.0
-107	8.0
-106	9.0
-105	11.0
-104	14.0
-103	18.0
-102	14.0
-101	13.0
-100	10.0
-99	8.0
-98	5.0
-97	10.0
-96	16.0
-95	10.0
-94	15.0
-93	15.0
-92	13.0
-91	15.0
-90	18.0
-89	11.0
-88	17.0
-87	16.0
-86	8.0
-85	16.0
-84	18.0
-83	16.0
-82	21.0
-81	16.0
-80	18.0
-79	19.0
-78	10.0
-77	29.0
-76	21.0
-75	19.0
-74	20.0
-73	33.0
-72	23.0
-71	20.0
-70	16.0
-69	54.0
-68	20.0
-67	11.0
-66	31.0
-65	28.0
-64	32.0
-63	24.0
-62	28.0
-61	14.0
-60	12.0
-59	14.0
-58	25.0
-57	28.0
-56	18.0
-55	16.0
-54	14.0
-53	14.0
-52	19.0
-51	19.0
-50	24.0
-49	23.0
-48	24.0
-47	20.0
-46	14.0
-45	17.0
-44	18.0
-43	17.0
-42	27.0
-41	22.0
-40	30.0
-39	27.0
-38	25.0
-37	36.0
-36	37.0
-35	27.0
-34	30.0
-33	21.0
-32	24.0
-31	23.0
-30	27.0
-29	15.0
-28	20.0
-27	34.0
-26	31.0
-25	26.0
-24	21.0
-23	47.0
-22	71.0
-21	65.0
-20	47.0
-19	80.0
-18	82.0
-17	92.0
-16	96.0
-15	110.0
-14	90.0
-13	115.0
-12	83.0
-11	84.0
-10	119.0
-9	133.0
-8	161.0
-7	170.0
-6	148.0
-5	210.0
-4	255.0
-3	375.0
-2	446.0
-1	534.0
0	807.0
1	518.0
2	1047.0
3	423.0
4	550.0
5	528.0
6	551.0
7	742.0
8	815.0
9	1051.0
10	856.0
11	683.0
12	585.0
13	485.0
14	468.0
15	382.0
16	405.0
17	433.0
18	442.0
19	349.0
20	384.0
21	232.0
22	173.0
23	137.0
24	167.0
25	138.0
26	135.0
27	117.0
28	129.0
29	122.0
30	123.0
31	163.0
32	192.0
33	281.0
34	327.0
35	517.0
36	312.0
37	613.0
38	625.0
39	485.0
40	525.0
41	344.0
42	196.0
43	152.0
44	135.0
45	164.0
46	126.0
47	93.0
48	108.0
49	115.0
50	109.0
51	160.0
52	153.0
53	105.0
54	146.0
55	102.0
56	133.0
57	116.0
58	104.0
59	137.0
60	124.0
61	120.0
62	106.0
63	198.0
64	131.0
65	94.0
66	78.0
67	96.0
68	76.0
69	97.0
70	105.0
71	76.0
72	110.0
73	135.0
74	97.0
75	132.0
76	124.0
77	81.0
78	117.0
79	79.0
80	111.0
81	209.0
82	106.0
83	115.0
84	76.0
85	83.0
86	68.0
87	132.0
88	88.0
89	68.0
90	78.0
91	74.0
92	78.0
93	87.0
94	88.0
95	64.0
96	67.0
97	69.0
98	70.0
99	78.0
100	60.0
101	75.0
102	56.0
103	67.0
104	78.0
105	54.0
106	84.0
107	60.0
108	135.0
109	57.0
110	74.0
111	58.0
112	69.0
113	79.0
114	73.0
115	68.0
116	64.0
117	58.0
118	53.0
119	49.0
120	44.0
121	40.0
122	35.0
123	45.0
124	38.0
